,word,reading,meaning
4700,パートナー,パトナ,1. partner$2. Partner$
4701,命じる,めいじる,1. to order; to command$2. to appoint$
4702,大人,おとな,1. adult$2. Adult$
4703,大人,たいじん,1. man of substance or virtue; gentleman$2. giant$3. adult$
4704,突入,とつにゅう,"1. rushing into; breaking into; storming$2. plunging into (war, etc.); embarking on (a new venture)$"
4705,雅,みやび,1. refinement; elegance; grace$2. Miyabi (given name)$
4706,雅,が,1. elegance; grace$2. festal song (genre of the Shi Jing)$
4707,雅,みやび,1. Miyabi$
4708,コメディー,コメデ,1. comedy$
4709,詰める,つめる,"1. to stuff into; to jam; to cram; to pack; to fill; to plug; to stop up$2. to shorten; to move closer together$3. to reduce (spending); to conserve$4. to focus intently on; to strain oneself to do$5. to go through thoroughly; to work out (details); to bring to a conclusion; to wind up$6. to be on duty; to be stationed$7. to corner (esp. an opponent's king in shogi); to trap; to checkmate$8. to cut off (one's finger as an act of apology); to catch (one's finger in a door, etc.)$9. to do non-stop; to do continuously; to keep doing (without a break)$10. to do completely; to do thoroughly$11. to force someone into a difficult situation by ...$"
4710,すら,すら,1. even; if only; if just; as long as; the only thing needed$
4711,日々,ひび,1. every day; daily; day after day; days (e.g. good old days)$
4712,日々,ひび,1. Hibi$
4713,甲子園,こうしえん,"1. Koushien (location of Koshien Stadium, where the Japan National High School Baseball Tournament is held)$"
4714,構える,かまえる,"1. to set up (a house, store, etc.); to build; to establish; to run; to maintain$2. to have at the ready (e.g. a gun); to hold in preparation (e.g. a camera); to prepare in advance (e.g. a meal)$3. to adopt a posture; to assume a stance; to stand ready; to be poised for$4. to put on an air; to assume an attitude$5. to stiffen; to tense up; to become formal$6. to fabricate in order to deceive; to make up; to feign$7. to plan; to scheme$"
4715,建立,こんりゅう,"1. (act of) building (temple, monument, etc.); erection$"
4716,阪急,はんきゅう,1. Hankyuu; Hankyu (Kansai area railway and retail conglomerate)$
4717,繰り広げる,くりひろげる,1. to unfold; to unroll; to open$
4718,考案,こうあん,1. plan; device; idea; invention$
4719,創作,そうさく,"1. creation; production; creative work (novel, film, etc.); original work; (creative) writing$2. fabrication; fiction; invention$"
4720,創作,そうさく,1. Sousaku$
4721,儲ける,もうける,"1. to profit; to get; to earn; to gain$2. to have (bear, beget) a child$3. to have a stroke of luck$"
4722,有機,ゆうき,1. organic$
4723,砲塔,ほうとう,1. gun turret$2. Gun turret$
4724,島津,しまつ,1. Shimatsu$
4725,市営,しえい,"1. (under) municipal management (transport, housing, etc.); city facility management$"
4726,騎乗,きじょう,1. riding (on horseback); mounting (a horse)$
4727,乗り場,のりば,1. place for boarding vehicles; bus stop; bus terminal; railway platform; taxi stand; jetty; wharf$
4728,飛行機,ひこうき,1. aeroplane; airplane; aircraft$2. Fixed-wing aircraft$
4729,炉,ろ,1. hearth; fireplace$2. furnace; kiln$3. Furnace$
4730,意思,いし,1. intention; wish; purpose; mind (to do)$
4731,主として,しゅとして,1. mainly; chiefly; primarily; for the most part$
4732,チェコ,チコ,1. Czech Republic$2. Czech (Republic)$3. Czech Republic$
4733,コント,コント,1. tale; short story$2. sketch comedy; skit$
4734,健,けん,1. Ken$
4735,棒,ぼう,1. pole; rod; stick$
4736,棒,ぼう,1. Bou$
4737,テロ,テロ,1. terror; terrorism$
4738,命中,めいちゅう,1. (direct) hit; hitting the mark$
4739,時計,とけい,1. watch; clock; timepiece$2. Clock$
4740,時計,とけい,1. Tokei$
4741,外観,がいかん,1. outward appearance; exterior appearance; outward show; looks$
4742,読者,どくしゃ,1. reader$
4743,正面,しょうめん,1. front; frontage; facade; main$
4744,正面,しょうめん,1. Shoumen$
4745,工作,こうさく,1. handicraft$2. work; construction; manufacturing$3. maneuvering; manoeuvering$
4746,工作,こうさく,1. Kousaku$
4747,改編,かいへん,1. reorganization; reorganisation$
4748,焼く,やく,"1. to burn$2. to roast; to broil; to grill; to bake; to toast; to barbecue$3. to heat; to heat up$4. to make (charcoal, pottery, bricks, etc.); to bake; to fire; to burn$5. to tan (i.e. suntan); to burn$6. to print (a photo); to burn (an optical disc)$7. to be jealous of; to be envious of; to envy$"
4749,広げる,ひろげる,1. to spread; to extend; to expand; to enlarge; to widen; to broaden$2. to unfold; to open; to unroll; to unwrap$3. to scatter about; to spread around$4. to make flourish; to cause to prosper$
4750,疑問,ぎもん,1. doubt; question; suspicion; dubiousness$
4751,サンフランシスコ,サンフランシスコ,1. San Francisco$2. San Francisco$3. San Francisco$
4752,増大,ぞうだい,1. enlargement; increase$
4753,教室,きょうしつ,1. classroom$2. department; laboratory$3. single-room school; small school$4. Classroom$
4754,社会党,しゃかいとう,1. Socialist Party$2. Socialist Party$
4755,オリコン,リコン,1. original content$2. collapsible container$3. Oricon$
4756,縦,たて,1. the vertical; height$2. front-to-back; length$3. north-to-south$4. vertical (relationship); hierarchy$5. (weaving) warp$
4757,封,ふう,1. seal$
4758,封,ふう,1. Fuu$
4759,実力,じつりょく,1. (real) ability; true strength; merit; efficiency; competency$2. arms; force$
4760,マッチ,マチ,1. match (contest)$2. to match with; to go well with$3. Match$
4761,パート,パト,1. part$2. part-timer$3. part-time (work)$4. Part$
4762,心地,ここち,1. feeling; sensation; mood$2. sensation of doing$
4763,比例,ひれい,1. proportion$2. Proportionality (mathematics)$
4764,終点,しゅうてん,1. terminus; last stop (e.g. train)$
4765,灯,ひ,1. light; lamp; torch$2. Candlepower$
4766,灯,あかし,1. light (esp. as a religious offering); lamp$
4767,灯,とう,1. light; lamp$2. counter for electric lights$
4768,灯,ともし,1. light; lamp$2. baiting deer with a lighted torch$
4769,冠する,かんする,1. to crown; to cap$2. to prefix with; to start with; to begin with$
4770,批評,ひひょう,1. criticism; review; commentary$2. Critique$
4771,戦場,せんじょう,1. battlefield; battleground$
4772,題,だい,1. title; subject; theme; topic$2. problem (on a test); question$3. counter for questions (on a test)$
4773,回収,かいしゅう,1. collection; recovery; withdrawal; retrieval$
4774,加速,かそく,1. acceleration; speeding up$
4775,東南,とうなん,1. south-east$
4776,東南,とうなん,1. Tounan$
4777,変,へん,1. strange; odd; peculiar; weird; curious; queer; eccentric; funny; suspicious; fishy$2. unexpected$3. change$4. incident; disturbance; disaster; accident$5. flat$
4778,ショッピング,ショピング,1. shopping$
4779,卯,う,"1. fourth sign of the Chinese zodiac (The Hare, 5am-7am, east, February)$2. Rabbit (zodiac)$"
4780,卯,う,1. U$
4781,紋,もん,1. (family) crest; coat of arms$
4782,紋,もん,1. Mon$
4783,原理,げんり,1. principle; theory; fundamental truth$2. Principle$
4784,原理,げんり,1. Genri$
4785,任期,にんき,1. term of office$
4786,中華民国,ちゅうかみんこく,1. Republic of China (Taiwan); ROC$2. Chuukaminkoku$3. Taiwan$
4787,審判,しんぱん,1. refereeing; trial; judgement; judgment; umpire; referee$
4788,論争,ろんそう,1. dispute; controversy$
4789,リトアニア,リトアニア,1. Lithuania$2. Lithuania$3. Lithuania$
4790,任ずる,にんずる,1. to appoint; to nominate$2. to assume (responsibility)$3. to pose as$
4791,素材,そざい,1. ingredient; (raw) material; resource$2. unprocessed timber; raw timber$3. subject matter; topic$
4792,豊富,ほうふ,1. abundant; plentiful; rich; ample$
4793,豊富,ほうふ,1. Houfu$
4794,勝負,しょうぶ,1. victory or defeat$2. match; contest; game; bout$3. Shoubu$
4795,配属,はいぞく,"1. assignment (of a person to somewhere); attachment (of a person to another unit, organization, etc.)$"
4796,開放,かいほう,"1. opening (a door, window, etc.); leaving open$2. opening up (e.g. to the public); allowing (public) access$"
4797,種目,しゅもく,1. item; event$
4798,将棋,しょうぎ,1. shogi; Japanese chess; xianqi$2. Shogi$
4799,前者,ぜんしゃ,1. the former$
4800,通貨,つうか,1. currency$2. Currency$
4801,修士,しゅうし,1. master's (academic degree)$2. Master's degree$
4802,タッチ,タチ,1. touch$2. being involved in$3. Tacchi$
4803,二重,にじゅう,1. double; two-fold; two layers; duplex$2. diplo-; dipl-$3. double-edged eyelid; double eyelid; creased eyelid$
4804,電源,でんげん,"1. source of electricity; electrical power$2. power (button on TV, etc.)$"
4805,模型,もけい,1. model; dummy; maquette$2. Physical model$
4806,モチーフ,モチフ,1. motif$
4807,証言,しょうげん,1. testimony; (verbal) evidence$2. Testimony$
4808,ブック,ブク,1. book$
4809,テープ,テプ,1. tape$2. Tape$
4810,決意,けつい,1. decision; determination; resolution$
4811,ドライブ,ドライブ,"1. drive; trip by car; driving$2. to (go for a) drive; to go on a trip by car$3. to drive (e.g. a car)$4. to drive (innovation, change, etc.); to propel$5. drive$6. Drive$"
4812,隊長,たいちょう,1. commanding officer$
4813,三国,さんごく,"1. three countries$2. Japan, China and India; Japan, Korea and China; all the world$3. Three Kingdoms (in China, 220 CE-280 CE)$4. Three Kingdoms (in Korea, 57 BCE-668 CE)$"
4814,三国,みくに,1. Mikuni$
4815,配布,はいふ,1. distribution$
4816,遡る,さかのぼる,"1. to go upstream$2. to go back (in time, to origin); to date back to; to trace back to; to make retroactive$"
4817,活発,かっぱつ,1. lively; active; vigorous; animated; brisk$
4818,傍ら,かたわら,1. side; edge; beside; besides; nearby$2. while (doing); in addition to; at the same time$
4819,朱,あけ,1. scarlet; red$2. blood$
4820,朱,しゅ,1. cinnabar; vermillion; red; slightly-orange red$2. red pigment (and ink made from same)$3. red text (as used to correct documents)$
4821,朱,しゅ,1. Shu$
4822,百貨店,ひゃっかてん,1. (department) store; (department) stores$2. Department store$
4823,財務,ざいむ,1. financial affairs$
4824,夕方,ゆうがた,1. evening; dusk$
4825,眼,まなこ,1. eye; eyeball$2. pupil and (dark) iris of the eye$3. insight; perceptivity; power of observation$4. look; field of vision$5. core; center; centre; essence$
4826,堺,さかい,1. Sakai$
4827,大坂,おおさか,1. Oosaka$
4828,故郷,ふるさと,1. home town; birthplace; native place; one's old home$2. ruins; historic remains$
4829,タンク,タンク,1. tank (of liquid)$2. tank (military vehicle)$
4830,認可,にんか,1. approval; license; licence; permission$
4831,合戦,かっせん,1. battle; fight; fighting; engagement; contest$
4832,半年,はんとし,1. half year$
4833,有料,ゆうりょう,1. fee-charging; paid; not free$
4834,三井,みつい,1. Mitsui$
4835,赴く,おもむく,"1. to go in the direction of; to proceed toward; to proceed according to; to repair to; to betake oneself to$2. to become; to face (facts, circumstances, etc.)$3. to abide by; to agree to; to consent to; to obey$"
4836,昔,むかし,1. olden days; former$
4837,底,そこ,1. bottom; sole$
4838,底,てい,"1. base (logarithmic, exponential, number system); radix$2. base (triangle, cone, cylinder, etc.)$3. type; kind; extent; degree$"
4839,底,そこ,1. Soko$
4840,噂,うわさ,1. rumour; rumor; report; hearsay; gossip; common talk$2. Rumor$
4841,噂,うわさ,1. Uwasa$
4842,グレード,グレド,1. grade$2. Grade$
4843,探検,たんけん,1. exploration; expedition$2. Exploration$
4844,文章,ぶんしょう,1. writing; composition; essay; article; prose; (writing) style$2. sentence$
4845,文章,ぶんしょう,1. Bunshou$
4846,限界,げんかい,1. limit; bound$
4847,秦,しん,"1. Qin dynasty (China, 221-207 BCE); Ch'in dynasty$2. Qin (state)$"
4848,秦,はた,1. Hata$
4849,法学部,ほうがくぶ,1. law department; law school$2. Law school$
4850,同人,どうじん,"1. same person$2. said person; the person in question$3. coterie; clique; fraternity; kindred spirits; comrade; colleague$4. dōjin; doujin; Japanese fans or hobbyists who produce their owns magazines, manga, software, etc.$5. Dōjin$"
4851,レンズ,レンズ,1. lens$2. Lens (optics)$
4852,従軍,じゅうぐん,1. military service; serving in a war; taking part in a campaign$
4853,伸ばす,のばす,"1. to grow long (e.g. hair, nails)$2. to lengthen; to extend; to stretch$3. to reach out; to hold out$4. to straighten; to smooth out$5. to spread evenly (dough, cream, etc.)$6. to dilute; to thin out$7. to postpone$8. to prolong$9. to strengthen; to develop; to expand$"
4854,悪魔,あくま,1. devil; demon; fiend$2. Satan; the Devil$3. Māra; evil spirits or forces that hinder one's path to enlightenment$4. Devil$
4855,悪魔,あくま,1. Akuma$
4856,内務,ないむ,1. internal or domestic affairs$
4857,独占,どくせん,1. monopoly; monopolization; exclusivity$2. hogging; keeping to oneself$3. Monopoly$
4858,格闘,かくとう,1. hand-to-hand fighting; grappling; scuffling$
4859,動力,どうりょく,1. power; motive power; dynamic force$2. three-phase electricity$3. Power transmission$
4860,南アフリカ,みなみアフリカ,1. South Africa$2. South Africa$
4861,上級,じょうきゅう,1. advanced level; high grade; senior$
4862,入門,にゅうもん,1. entering an institution; beginning training$2. primer; manual; introduction (to)$
4863,センチ,センチ,1. centimeter; centimetre$2. centi-; 10^-2$3. sentimental$4. Centi-$
4864,衝撃,しょうげき,1. shock; impact; crash$
4865,タイヤ,タイヤ,1. tire; tyre$2. Tire$
4866,神宮,じんぐう,1. high-status Shinto shrine with connection to imperial family; imperial Shinto shrine$
4867,神宮,じんぐう,1. Jinguu$
4868,衛生,えいせい,1. hygiene; sanitation; health$2. Hygiene$
4869,才能,さいのう,1. talent; ability$
